Scientific Name,Common Name,Threatened status,Kingdom,Class,Family,Genus,Species,Species Author,Profile,Date extracted
Egernia rugosa,Yakka Skink,Vulnerable,Animalia,Reptilia,Scincidae,Egernia,rugosa,"De Vis,1888",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1420,2020-Oct-12
Ctenotus lancelini,Lancelin Island Skink,Vulnerable,Animalia,Reptilia,Scincidae,Ctenotus,lancelini,"Ford,1969",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1482,2020-Oct-12
Cryptoblepharus egeriae,"Christmas Island Blue-tailed Skink, Blue-tailed Snake-eyed Skink",Critically Endangered,Animalia,Reptilia,Scincidae,Cryptoblepharus,egeriae,"(Boulenger, 1889)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1526,2020-Oct-12
Ctenophorus yinnietharra,Yinnietharra Rock-Dragon,Vulnerable,Animalia,Reptilia,Agamidae,Ctenophorus,yinnietharra,"(Storr,1981)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1603,2020-Oct-12
Ophidiocephalus taeniatus,Bronzeback Snake-lizard,Vulnerable,Animalia,Reptilia,Pygopodidae,Ophidiocephalus,taeniatus,"Lucas and Frost, 1897",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1630,2020-Oct-12
Delma impar,"Striped Legless Lizard, Striped Snake-lizard",Vulnerable,Animalia,Reptilia,Pygopodidae,Delma,impar,"(Fischer,1882)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1649,2020-Oct-12
Delma torquata,"Adorned Delma, Collared Delma",Vulnerable,Animalia,Reptilia,Pygopodidae,Delma,torquata,"Kluge,1974",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1656,2020-Oct-12
Aprasia parapulchella,"Pink-tailed Worm-lizard, Pink-tailed Legless Lizard",Vulnerable,Animalia,Reptilia,Pygopodidae,Aprasia,parapulchella,"Kluge,1974",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1665,2020-Oct-12
Aprasia pseudopulchella,Flinders Ranges Worm-lizard,Vulnerable,Animalia,Reptilia,Pygopodidae,Aprasia,pseudopulchella,"Kluge,1974",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1666,2020-Oct-12
Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",Critically Endangered,Animalia,Reptilia,Gekkonidae,Lepidodactylus,listeri,"(Boulenger, 1889)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1711,2020-Oct-12
Pseudemydura umbrina,Western Swamp Tortoise,Critically Endangered,Animalia,Reptilia,Chelidae,Pseudemydura,umbrina,"Siebenrock,1901",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1760,2020-Oct-12
Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Vulnerable,Animalia,Reptilia,Chelidae,Rheodytes,leukops,"Legler and Cann, 1980",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1761,2020-Oct-12
Caretta caretta,Loggerhead Turtle,Endangered,Animalia,Reptilia,Cheloniidae,Caretta,caretta,"(Linnaeus,1758)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1763,2020-Oct-12
Chelonia mydas,Green Turtle,Vulnerable,Animalia,Reptilia,Cheloniidae,Chelonia,mydas,"(Linnaeus,1758)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1765,2020-Oct-12
Eretmochelys imbricata,Hawksbill Turtle,Vulnerable,Animalia,Reptilia,Cheloniidae,Eretmochelys,imbricata,"(Linnaeus,1766)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1766,2020-Oct-12
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",Endangered,Animalia,Reptilia,Cheloniidae,Lepidochelys,olivacea,"(Eschscholtz,1829)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1767,2020-Oct-12
Dermochelys coriacea,"Leatherback Turtle, Leathery Turtle, Luth",Endangered,Animalia,Reptilia,Dermochelyidae,Dermochelys,coriacea,"Vandelli, 1761",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1768,2020-Oct-12
Cophixalus hosmeri,"Hosmer's Frog, Rattling Nursery-frog",Critically Endangered,Animalia,Amphibia,Microhylidae,Cophixalus,hosmeri,"Zweifel,1985",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1789,2020-Oct-12
Cophixalus mcdonaldi,"McDonald's Frog, Mt Elliot Nursery-frog",Critically Endangered,Animalia,Amphibia,Microhylidae,Cophixalus,mcdonaldi,"Zweifel,1985",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1791,2020-Oct-12
Cophixalus neglectus,"Neglected Frog, Bellenden Ker Nursery-frog",Critically Endangered,Animalia,Amphibia,Microhylidae,Cophixalus,neglectus,"Zweifel,1962",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1792,2020-Oct-12
Litoria rheocola,Common Mistfrog,Endangered,Animalia,Amphibia,Hylidae,Litoria,rheocola,"Liem, 1974",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1802,2020-Oct-12
Cophixalus concinnus,Elegant Frog,Critically Endangered,Animalia,Amphibia,Microhylidae,Cophixalus,concinnus,"Tyler,1979",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1815,2020-Oct-12
Litoria nannotis,"Waterfall Frog, Torrent Tree Frog",Endangered,Animalia,Amphibia,Hylidae,Litoria,nannotis,"(Andersson,1916)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1817,2020-Oct-12
Litoria nyakalensis,"Mountain Mistfrog, Nyakala Frog",Critically Endangered,Animalia,Amphibia,Hylidae,Litoria,nyakalensis,"Liem,1974",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1820,2020-Oct-12
Litoria olongburensis,Wallum Sedge Frog,Vulnerable,Animalia,Amphibia,Hylidae,Litoria,olongburensis,"Liem and Ingram,1977",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1821,2020-Oct-12
Litoria piperata,Peppered Tree Frog,Vulnerable,Animalia,Amphibia,Hylidae,Litoria,piperata,"Tyler and Davies,1985",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1827,2020-Oct-12
Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Vulnerable,Animalia,Amphibia,Hylidae,Litoria,raniformis,"(Keferstein,1867)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1828,2020-Oct-12
Litoria lorica,Armoured Mistfrog,Critically Endangered,Animalia,Amphibia,Hylidae,Litoria,lorica,"Davies and McDonald,1979",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1841,2020-Oct-12
Litoria booroolongensis,Booroolong Frog,Endangered,Animalia,Amphibia,Hylidae,Litoria,booroolongensis,"(Moore,1961)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1844,2020-Oct-12
Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Critically Endangered,Animalia,Amphibia,Hylidae,Litoria,castanea,"(Steindachner, 1867)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1848,2020-Oct-12
Litoria aurea,Green and Golden Bell Frog,Vulnerable,Animalia,Amphibia,Hylidae,Litoria,aurea,"(Lesson,1829)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1870,2020-Oct-12
Taudactylus diurnus,"Southern Day Frog, Mt Glorious Torrent Frog",Extinct,Animalia,Amphibia,Myobatrachidae,Taudactylus,diurnus,"Straughan and Lee, 1966",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1886,2020-Oct-12
Taudactylus eungellensis,Eungella Day Frog,Endangered,Animalia,Amphibia,Myobatrachidae,Taudactylus,eungellensis,"Liem and Hosmer,1973",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1887,2020-Oct-12
Taudactylus pleione,"Kroombit Tinker Frog, Pleione's Torrent Frog",Critically Endangered,Animalia,Amphibia,Myobatrachidae,Taudactylus,pleione,"Czechura, 1986",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1889,2020-Oct-12
Taudactylus rheophilus,Tinkling Frog,Endangered,Animalia,Amphibia,Myobatrachidae,Taudactylus,rheophilus,"Liem and Hosmer,1973",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1890,2020-Oct-12
Rheobatrachus silus,Southern Gastric-brooding Frog,Extinct,Animalia,Amphibia,Myobatrachidae,Rheobatrachus,silus,"Liem,1973",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1909,2020-Oct-12
Rheobatrachus vitellinus,"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",Extinct,Animalia,Amphibia,Myobatrachidae,Rheobatrachus,vitellinus,"Mahony, Tyler  Davies, 1984",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1910,2020-Oct-12
Taudactylus acutirostris,"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",Extinct,Animalia,Amphibia,Myobatrachidae,Taudactylus,acutirostris,"(Andersson,1916)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1911,2020-Oct-12
Pseudophryne corroboree,Southern Corroboree Frog,Critically Endangered,Animalia,Amphibia,Myobatrachidae,Pseudophryne,corroboree,"Moore,1953",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1915,2020-Oct-12
Philoria frosti,Baw Baw Frog,Critically Endangered,Animalia,Amphibia,Limnodynastidae,Philoria,frosti,"Spencer, 1901",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1934,2020-Oct-12
Mixophyes balbus,"Stuttering Frog, Southern Barred Frog (in Victoria)",Vulnerable,Animalia,Amphibia,Myobatrachidae,Mixophyes,balbus,"Straughan, 1968",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1942,2020-Oct-12
Mixophyes iteratus,"Giant Barred Frog, Southern Barred Frog",Endangered,Animalia,Amphibia,Myobatrachidae,Mixophyes,iteratus,"Straughan,1968",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1944,2020-Oct-12
Heleioporus australiacus,Giant Burrowing Frog,Vulnerable,Animalia,Amphibia,Limnodynastidae,Heleioporus,australiacus,"(Shaw and Nodder, 1795)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1973,2020-Oct-12
Gardenia psidioides,Hann Gardenia,Vulnerable,Plantae,Magnoliopsida,Rubiaceae,Gardenia,psidioides,Puttock,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1988,2020-Oct-12
Pomaderris cotoneaster,Cotoneaster Pomaderris,Endangered,Plantae,Magnoliopsida,Rhamnaceae,Pomaderris,cotoneaster,Wakef.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2043,2020-Oct-12
Beyeria subtecta,Kangaroo Island Turpentine Bush,Vulnerable,Plantae,Magnoliopsida,Euphorbiaceae,Beyeria,subtecta,J.Black,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2076,2020-Oct-12
Olearia flocktoniae,Dorrigo Daisy-bush,Endangered,Plantae,Magnoliopsida,Asteraceae,Olearia,flocktoniae,Maiden  E.Betche,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2083,2020-Oct-12
Caladenia tessellata,"Thick-lipped Spider-orchid, Daddy Long-legs",Vulnerable,Plantae,Liliopsida,Orchidaceae,Caladenia,tessellata,Fitzg.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2119,2020-Oct-12
Hypolepis distans,Scrambling Ground-fern,Endangered,Plantae,Polypodiatae,Dennstaedtiaceae,Hypolepis,distans,Hook.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2148,2020-Oct-12
Zieria collina,-,Vulnerable,Plantae,Magnoliopsida,Rutaceae,Zieria,collina,C.T.White,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2178,2020-Oct-12
Prasophyllum affine,"Jervis Bay Leek Orchid, Culburra Leek-orchid, Kinghorn Point Leek-orchid",Endangered,Plantae,Liliopsida,Orchidaceae,Prasophyllum,affine,Lindl.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2210,2020-Oct-12
Eremophila ternifolia,Wongan Eremophila,Endangered,Plantae,Magnoliopsida,Myoporaceae,Eremophila,ternifolia,Chinn.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2293,2020-Oct-12
Eucalyptus coronata,Crowned Mallee,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,coronata,C.Gardner,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2308,2020-Oct-12
Prasophyllum goldsackii,Goldsack's Leek-orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Prasophyllum,goldsackii,J.Weber  R.Bates,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2380,2020-Oct-12
Eremophila viscida,Varnish Bush,Endangered,Plantae,Magnoliopsida,Myoporaceae,Eremophila,viscida,Endl.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2394,2020-Oct-12
Homopholis belsonii,Belson's Panic,Vulnerable,Plantae,Liliopsida,Poaceae,Homopholis,belsonii,C.E.Hubb.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2406,2020-Oct-12
Eremophila lactea,Milky Emu Bush,Endangered,Plantae,Magnoliopsida,Myoporaceae,Eremophila,lactea,Chinn.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2416,2020-Oct-12
Taraxacum cygnorum,Coast Dandelion,Vulnerable,Plantae,Magnoliopsida,Asteraceae,Taraxacum,cygnorum,Hand.-Mazz.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2508,2020-Oct-12
Eleocharis papillosa,Dwarf Desert Spike-rush,Vulnerable,Plantae,Liliopsida,Cyperaceae,Eleocharis,papillosa,Latz,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2519,2020-Oct-12
Dendrobium brachypus,Norfolk Island Orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Dendrobium,brachypus,(Endl.) Rchb.f.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2592,2020-Oct-12
Prostanthera eurybioides,Monarto Mintbush,Endangered,Plantae,Magnoliopsida,Lamiaceae,Prostanthera,eurybioides,F.Muell.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2603,2020-Oct-12
Pultenaea setulosa,-,Vulnerable,Plantae,Magnoliopsida,Fabaceae,Pultenaea,setulosa,Benth.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2705,2020-Oct-12
Dipodium pictum,-,Endangered,Plantae,Liliopsida,Orchidaceae,Dipodium,pictum,(Lindley) H.G.Reichb.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2723,2020-Oct-12
Acacia phasmoides,Phantom Wattle,Vulnerable,Plantae,Magnoliopsida,Fabaceae,Acacia,phasmoides,J.H.Willis,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2784,2020-Oct-12
Marsdenia longiloba,Clear Milkvine,Vulnerable,Plantae,Magnoliopsida,Apocynaceae,Marsdenia,longiloba,Benth.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2794,2020-Oct-12
Hybanthus cymulosus,Ninghan Violet,Critically Endangered,Plantae,Magnoliopsida,Violaceae,Hybanthus,cymulosus,C.Gardner,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2803,2020-Oct-12
Eucalyptus benthamii,"Camden White Gum, Nepean River Gum",Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,benthamii,Maiden  Cambage,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2821,2020-Oct-12
Pultenaea maidenii,Maiden's Bush-pea,Extinct,Plantae,Magnoliopsida,Fabaceae,Pultenaea,maidenii,Reader,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2869,2020-Oct-12
Lasiopetalum rotundifolium,Round-leaf Lasiopetalum,Endangered,Plantae,Magnoliopsida,Sterculiaceae,Lasiopetalum,rotundifolium,Paust,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2885,2020-Oct-12
Tetratheca aphylla,Bungalbin Tetratheca,Vulnerable,Plantae,Magnoliopsida,Tremandraceae,Tetratheca,aphylla,F.Muell.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2915,2020-Oct-12
Grevillea rivularis,Carrington Falls Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,rivularis,L.Johnson  McGillivray,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2953,2020-Oct-12
Grevillea flexuosa,Zig Zag Grevillea,Vulnerable,Plantae,Magnoliopsida,Proteaceae,Grevillea,flexuosa,(Lindley) Meissner,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2957,2020-Oct-12
Reedia spathacea,Reedia,Critically Endangered,Plantae,Liliopsida,Cyperaceae,Reedia,spathacea,F.Muell.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2995,2020-Oct-12
Eucalyptus insularis,Twin Peak Island Mallee,Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,insularis,Brooker,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3057,2020-Oct-12
Cossinia australiana,Cossinia,Endangered,Plantae,Magnoliopsida,Sapindaceae,Cossinia,australiana,S.Reyn.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3066,2020-Oct-12
Acacia undoolyana,"Undoolya Wattle, Sickle-leaf Wattle",Vulnerable,Plantae,Magnoliopsida,Fabaceae,Acacia,undoolyana,G.J.Leach,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3073,2020-Oct-12
Zieria involucrata,-,Vulnerable,Plantae,Magnoliopsida,Rutaceae,Zieria,involucrata,R.Br ex Benth.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3087,2020-Oct-12
Cheiranthera volubilis,Twining Finger-flower,Vulnerable,Plantae,Magnoliopsida,Pittosporaceae,Cheiranthera,volubilis,Benth.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3125,2020-Oct-12
Acacia flocktoniae,Flockton Wattle,Vulnerable,Plantae,Magnoliopsida,Fabaceae,Acacia,flocktoniae,Maiden,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3134,2020-Oct-12
Xerothamnella parvifolia,-,Vulnerable,Plantae,Magnoliopsida,Acanthaceae,Xerothamnella,parvifolia,C.White,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3141,2020-Oct-12
Eucalyptus conglomerata,Swamp Stringybark,Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,conglomerata,Maiden  Blakely,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3160,2020-Oct-12
Cupaniopsis shirleyana,Wedge-leaf Tuckeroo,Vulnerable,Plantae,Magnoliopsida,Sapindaceae,Cupaniopsis,shirleyana,(Bailey) Radlk.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3205,2020-Oct-12
Zieria obcordata,-,Endangered,Plantae,Magnoliopsida,Rutaceae,Zieria,obcordata,A.Cunn.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3240,2020-Oct-12
Cupaniopsis tomentella,Boonah Tuckeroo,Vulnerable,Plantae,Magnoliopsida,Sapindaceae,Cupaniopsis,tomentella,(Benth.) S.Reyn.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3322,2020-Oct-12
Hexaspora pubescens,-,Vulnerable,Plantae,Magnoliopsida,Celastraceae,Hexaspora,pubescens,C.White,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3384,2020-Oct-12
Macrozamia platyrhachis,cycad,Endangered,Plantae,Cycadatae,Zamiaceae,Macrozamia,platyrhachis,F.M.Bailey,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3412,2020-Oct-12
Anigozanthos viridis subsp. terraspectans,Dwarf Green Kangaroo Paw,Vulnerable,Plantae,Liliopsida,Haemodoraceae,Anigozanthos,viridis,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3435,2020-Oct-12
Daviesia euphorbioides,Wongan Cactus,Endangered,Plantae,Magnoliopsida,Fabaceae,Daviesia,euphorbioides,Benth.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3477,2020-Oct-12
Microcorys eremophiloides,Wongan Microcorys,Vulnerable,Plantae,Magnoliopsida,Lamiaceae,Microcorys,eremophiloides,Kenneally,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3498,2020-Oct-12
Syzygium hodgkinsoniae,"Smooth-bark Rose Apple, Red Lilly Pilly",Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Syzygium,hodgkinsoniae,(F.Muell.) L.Johnson,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3539,2020-Oct-12
Acacia grandifolia,-,Vulnerable,Plantae,Magnoliopsida,Fabaceae,Acacia,grandifolia,Pedley,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3566,2020-Oct-12
Daviesia discolor,-,Vulnerable,Plantae,Magnoliopsida,Fabaceae,Daviesia,discolor,Pedley,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3567,2020-Oct-12
Gardenia actinocarpa,-,Endangered,Plantae,Magnoliopsida,Rubiaceae,Gardenia,actinocarpa,Puttock,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3580,2020-Oct-12
Amphibromus whitei,-,Extinct,Plantae,Liliopsida,Poaceae,Amphibromus,whitei,C.E.Hubb.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3590,2020-Oct-12
Asterolasia phebalioides,Downy Star-bush,Vulnerable,Plantae,Magnoliopsida,Rutaceae,Asterolasia,phebalioides,F.Muell.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3599,2020-Oct-12
